,Loss
0,0.42447882890701294
1,0.6483621597290039
2,0.45674222707748413
3,0.6713519096374512
4,0.42932987213134766
5,0.5038784146308899
6,0.41548657417297363
7,0.3301984667778015
8,0.41271454095840454
9,0.32957273721694946
10,0.5041980743408203
11,0.3400321900844574
12,0.30579134821891785
13,0.18382318317890167
14,0.40178123116493225
15,0.39384448528289795
16,0.24390336871147156
17,0.37944287061691284
18,0.20091328024864197
19,0.31274452805519104
20,0.47109752893447876
21,0.28049585223197937
22,0.3588744103908539
23,0.3260505497455597
24,0.3634207844734192
25,0.3198643922805786
26,0.22840413451194763
27,0.2395673245191574
28,0.2781676650047302
29,0.34788817167282104
30,0.25370582938194275
31,0.19093593955039978
32,0.35926514863967896
33,0.24223704636096954
34,0.3837364614009857
35,0.29926374554634094
36,0.3934284746646881
37,0.1972423493862152
38,0.4928102493286133
39,0.20257112383842468
40,0.4948468804359436
41,0.2461608350276947
42,0.274368554353714
43,0.22175173461437225
44,0.34048759937286377
45,0.25786203145980835
46,0.2398553341627121
47,0.2655662000179291
48,0.24382498860359192
49,0.3259330689907074
50,0.31862878799438477
51,0.3309500813484192
52,0.20866315066814423
53,0.2823975086212158
54,0.19122925400733948
55,0.1613815277814865
56,0.1478174477815628
57,0.17740324139595032
58,0.3318145275115967
59,0.4003802239894867
60,0.22552490234375
61,0.2371119260787964
62,0.366624653339386
63,0.14624693989753723
64,0.16600796580314636
65,0.24595335125923157
66,0.22451643645763397
67,0.41030311584472656
68,0.15172991156578064
69,0.25773584842681885
70,0.2570034861564636
71,0.3283199369907379
72,0.2477855384349823
73,0.22083869576454163
74,0.5063139796257019
75,0.15221670269966125
76,0.2517088055610657
77,0.41202640533447266
78,0.3300209045410156
79,0.2370409518480301
80,0.14757491648197174
81,0.3396119177341461
82,0.2164640724658966
83,0.28179696202278137
84,0.1508781462907791
85,0.3314019739627838
86,0.33486753702163696
87,0.35627615451812744
88,0.26019567251205444
89,0.2472236603498459
90,0.1713041365146637
91,0.14866581559181213
92,0.14469501376152039
93,0.32979878783226013
94,0.2528628408908844
95,0.3294903635978699
96,0.22918613255023956
97,0.32994040846824646
98,0.23798660933971405
99,0.15946903824806213
100,0.15374021232128143
101,0.15228089690208435
102,0.18487218022346497
103,0.2541421353816986
104,0.14736244082450867
105,0.14875581860542297
106,0.22383980453014374
107,0.17552217841148376
108,0.1791999191045761
109,0.34228530526161194
110,0.2884922921657562
111,0.1589801162481308
112,0.14590902626514435
113,0.4019935727119446
114,0.15213632583618164
115,0.23772719502449036
116,0.21691441535949707
117,0.24932363629341125
118,0.42382392287254333
119,0.15571101009845734
120,0.14663931727409363
121,0.24066515266895294
122,0.24627967178821564
123,0.2427854984998703
