,Loss
0,0.5078285932540894
1,0.5228239297866821
2,0.46855878829956055
3,0.504758358001709
4,0.5161658525466919
5,0.49598318338394165
6,0.5177620649337769
7,0.5157722234725952
8,0.5135601758956909
9,0.5253860950469971
10,0.3933503031730652
11,0.5309118032455444
12,0.5046184659004211
13,0.5146000981330872
14,0.5202902555465698
15,0.5133098363876343
16,0.5164996981620789
17,0.49867063760757446
18,0.5131013989448547
19,0.5257704854011536
20,0.5168720483779907
21,0.49359244108200073
22,0.5166646838188171
23,0.501247763633728
24,0.5072301626205444
25,0.5136591196060181
26,0.5511119961738586
27,0.49717092514038086
28,0.5307577252388
29,0.5761561989784241
30,0.4391873776912689
31,0.4998757243156433
32,0.4989783763885498
33,0.6024957299232483
34,0.5102119445800781
35,0.5168405175209045
36,0.5146991610527039
37,0.5130385160446167
38,0.4911811947822571
39,0.49922671914100647
40,0.5216248631477356
41,0.5293101072311401
42,0.436384379863739
43,0.4557024836540222
44,0.5133885145187378
45,0.4938581883907318
46,0.5095381736755371
47,0.5175558924674988
48,0.5095494389533997
49,0.5186176896095276
50,0.5005476474761963
51,0.5249362587928772
52,0.49374207854270935
53,0.5471863746643066
54,0.41694217920303345
55,0.5454311966896057
56,0.5135747790336609
57,0.5303853750228882
58,0.44634395837783813
59,0.4726124405860901
60,0.512682318687439
61,0.49475154280662537
62,0.5194650888442993
63,0.4763646125793457
64,0.5122986435890198
65,0.4385603070259094
66,0.5152159929275513
67,0.5332175493240356
68,0.5145167112350464
69,0.5065839886665344
70,0.4763887822628021
71,0.5573445558547974
72,0.513654887676239
73,0.5272427797317505
74,0.4904075264930725
75,0.5118626952171326
76,0.5148503184318542
77,0.5098411440849304
78,0.5155474543571472
79,0.49128255248069763
80,0.5175909996032715
81,0.5104154348373413
82,0.46740490198135376
83,0.499589741230011
84,0.5157956480979919
85,0.5066913366317749
86,0.4752075672149658
87,0.5130280256271362
88,0.5128429532051086
89,0.5186802744865417
90,0.5102298855781555
91,0.5083566904067993
92,0.5339217185974121
93,0.49786585569381714
94,0.512316107749939
95,0.47864943742752075
96,0.4999569356441498
97,0.48667478561401367
98,0.5586641430854797
99,0.512931227684021
100,0.45424872636795044
101,0.5107349157333374
102,0.525826096534729
103,0.5023090243339539
104,0.47111064195632935
105,0.5227785110473633
106,0.503086507320404
107,0.5477960109710693
108,0.524941086769104
109,0.5124930739402771
110,0.5402700901031494
111,0.5120015740394592
112,0.5200818777084351
113,0.5115424990653992
114,0.4956570267677307
115,0.4762713313102722
116,0.4321194589138031
117,0.4995603561401367
118,0.4996212124824524
119,0.4399696886539459
120,0.49249687790870667
121,0.5017846822738647
122,0.5241992473602295
123,0.45391249656677246
124,0.5291339159011841
125,0.5133497714996338
126,0.491621732711792
127,0.3534381687641144
128,0.4934527277946472
129,0.45013514161109924
130,0.5156090259552002
131,0.5224218368530273
132,0.5335100889205933
133,0.5387635827064514
134,0.49710583686828613
135,0.5124481916427612
136,0.5982009172439575
137,0.5130390524864197
138,0.4870472550392151
139,0.5105661153793335
140,0.5197262763977051
141,0.5140427350997925
142,0.5226148366928101
143,0.49121516942977905
144,0.49752673506736755
145,0.4823877811431885
146,0.4870540201663971
147,0.5062347650527954
148,0.516900897026062
149,0.512141227722168
150,0.5118334889411926
151,0.5162641406059265
152,0.46118074655532837
153,0.5585163235664368
154,0.5334821343421936
155,0.5336402058601379
156,0.513413667678833
157,0.49121013283729553
