,Loss
0,0.462726354598999
1,0.5008270144462585
2,0.4915921092033386
3,0.5320757627487183
4,0.47363024950027466
5,0.5455983281135559
6,0.5296710133552551
7,0.557184100151062
8,0.46395644545555115
9,0.48519372940063477
10,0.5008677244186401
11,0.5117735266685486
12,0.49012285470962524
13,0.49496012926101685
14,0.4868592321872711
15,0.4725533425807953
16,0.5588443279266357
17,0.49419206380844116
18,0.5358965396881104
19,0.5208112597465515
20,0.5018514394760132
21,0.4722878038883209
22,0.4522295892238617
23,0.4919186234474182
24,0.5023199319839478
25,0.510503888130188
26,0.5229617357254028
27,0.5138177871704102
28,0.5218043327331543
29,0.49599123001098633
30,0.4814925193786621
31,0.44493141770362854
32,0.49867144227027893
33,0.5265096426010132
34,0.517358124256134
35,0.5475361347198486
36,0.49348506331443787
37,0.4849702715873718
38,0.5123323202133179
39,0.5346900224685669
40,0.48148831725120544
41,0.4130372107028961
42,0.5080639719963074
43,0.5158646702766418
44,0.4891888499259949
45,0.5402763485908508
46,0.5496900081634521
47,0.49351587891578674
48,0.49560603499412537
49,0.5105885863304138
50,0.5361796617507935
51,0.5237596035003662
52,0.48577412962913513
53,0.4835529327392578
54,0.5124483704566956
55,0.5198072195053101
56,0.5382872819900513
57,0.5071762800216675
58,0.4690002501010895
59,0.5199832916259766
60,0.5163525342941284
61,0.5394092798233032
62,0.4903102517127991
63,0.5184618830680847
64,0.5205884575843811
65,0.5290015935897827
66,0.5534167885780334
67,0.4425422251224518
68,0.4844634532928467
69,0.4940532147884369
70,0.47517457604408264
71,0.5466452836990356
72,0.4984300136566162
73,0.5071286559104919
74,0.5064092874526978
75,0.5070556402206421
76,0.5259305238723755
77,0.5141900777816772
78,0.5246948599815369
79,0.47117123007774353
80,0.47745051980018616
81,0.4959430694580078
82,0.4801652431488037
83,0.4908696115016937
84,0.4936245381832123
85,0.4946604371070862
86,0.506743848323822
87,0.5046737790107727
88,0.5157755613327026
89,0.5191369652748108
90,0.5324574708938599
91,0.5861785411834717
92,0.5394538044929504
93,0.5306845903396606
94,0.5467880368232727
95,0.49994486570358276
96,0.5257440805435181
97,0.4968167245388031
98,0.5184398293495178
99,0.5400351285934448
100,0.48880425095558167
101,0.538658082485199
102,0.5112257599830627
103,0.5207700729370117
104,0.5083888173103333
105,0.5560792684555054
106,0.5203116536140442
107,0.523982584476471
108,0.48191896080970764
109,0.4902344346046448
110,0.5424817800521851
111,0.5385826230049133
112,0.4794059693813324
113,0.5328263640403748
114,0.5249048471450806
115,0.49036288261413574
116,0.5335971713066101
117,0.5100325345993042
118,0.508701741695404
119,0.48020997643470764
120,0.5084723234176636
121,0.48593869805336
122,0.5082488059997559
123,0.5237780809402466
124,0.5121665596961975
125,0.5032499432563782
126,0.5105658173561096
127,0.5184494256973267
128,0.4953666627407074
129,0.5114566683769226
130,0.5124165415763855
131,0.4778946340084076
132,0.5178460478782654
133,0.4280691146850586
134,0.5111533999443054
135,0.5239009261131287
136,0.47222524881362915
137,0.4748026430606842
138,0.5204092860221863
139,0.534774124622345
140,0.4896925091743469
141,0.5420397520065308
142,0.49837034940719604
143,0.5232842564582825
144,0.5205408930778503
145,0.48709601163864136
146,0.4995884895324707
147,0.5113343000411987
148,0.48574012517929077
149,0.5257002115249634
150,0.5172233581542969
151,0.5021535158157349
152,0.5007075071334839
153,0.4878090023994446
154,0.5097642540931702
155,0.5033841729164124
156,0.5291428565979004
157,0.48159393668174744
158,0.49219536781311035
159,0.5087988972663879
160,0.507097601890564
161,0.5277265310287476
162,0.4071691632270813
163,0.42432087659835815
164,0.523171603679657
165,0.5119644403457642
166,0.48335641622543335
167,0.46936553716659546
168,0.51634281873703
169,0.4760274887084961
170,0.4692414402961731
171,0.4937102198600769
172,0.5239187479019165
173,0.4898435175418854
174,0.5155432224273682
175,0.4994155764579773
176,0.5378210544586182
177,0.4483283460140228
