phrase,total_occurrences,bias_score,p_dem,p_rep,n_dem,n_rep
wear mask,413,-0.6202742053900663,0.008640822045773003,0.002025054158425167,370,43
black,412,-0.9133998351050885,0.0093647828117702,0.0004238485447866629,401,9
due coronavirus,411,0.24549313144742416,0.005277907519850537,0.008712442309503627,226,185
pleased,411,0.08920224322334677,0.006025221858944418,0.007205425261373269,258,153
march,409,-0.1526446246332496,0.006982718355908454,0.005133276820194028,299,109
list,408,0.34133500277569756,0.00474077533862681,0.0096543279645851,203,205
happening,408,-0.24712482216600032,0.0073330219523587105,0.0044268625788829235,314,94
register,408,-0.15877017779378544,0.007006071929005138,0.005086182537439954,300,108
north,407,0.4314848505333388,0.004226996730499767,0.010643307902420646,181,226
telehealth,406,0.4589602075365932,0.004016814572629613,0.010831685033436941,172,230
must ensure,406,-0.5274623139608168,0.008220457730032694,0.002543091268719977,352,54
costs,406,-0.12264259500098149,0.006749182624941616,0.005274559668456249,289,112
control,406,-0.00710909215470307,0.006305464736104624,0.006216445323537723,270,132
www facebook,404,-0.71291895002672,0.008710882765063054,0.0014599227653762834,373,31
united states,404,0.28706802139208426,0.004904250350303597,0.008853725157765847,210,188
www facebook com,404,-0.71291895002672,0.008710882765063054,0.0014599227653762834,373,31
development,403,0.22882827494763913,0.0052312003736571695,0.008335688047471037,224,177
request,402,0.04471010844005171,0.006071929005137786,0.006640293868324386,260,141
deliver,402,-0.02044955069934069,0.006328818309201308,0.0060751624752755015,271,129
paycheck protection,400,0.44383473140496493,0.00406352171882298,0.010549119336912499,174,224
los,400,0.015362435225788916,0.006165343297524521,0.006357728171799943,264,135
combat covid19,400,0.2018607436179124,0.005347968239140588,0.008053122350946596,229,171
stay safe,400,-0.3693225334418205,0.007566557683325549,0.0034849769238014506,324,74
grants,399,-0.03587873056615669,0.006375525455394675,0.00593387962701328,273,126
play,399,0.26590854898524546,0.004997664642690331,0.00861825374399548,214,183
real,399,-0.046075402435751006,0.006352171882297992,0.00579259677875106,272,123
protection program,398,0.44435229401871473,0.004040168145726296,0.010502025054158426,173,223
unemployment benefits,398,-0.6792822379309532,0.008383932741709482,0.0016012056136385042,359,34
july,398,-0.22372527901159558,0.007052779075198506,0.004473956861636997,302,95
saving,398,-0.046075402435751006,0.006352171882297992,0.00579259677875106,272,123
deal,395,0.13433019648331282,0.005534796823914059,0.007252519544127343,237,154
ago,395,-0.36576078939738277,0.007403082671648762,0.003437882641047377,317,73
white house,395,-0.3498313995296678,0.0073330219523587105,0.0035320712065555243,314,75
move,394,-0.050147604186591484,0.006352171882297992,0.005745502495996986,272,122
crucial,393,0.03247877916341402,0.006001868285847735,0.006404822454554017,257,136
release,392,-0.18785827837863617,0.0068192433442316675,0.004662333992653292,292,99
racial,392,-0.8123264161215018,0.008640822045773003,0.0008947913723273994,370,19
paycheck protection program,390,0.442269868222432,0.0039701074264362445,0.010266553640388056,170,218
prepared,390,0.09772238741081483,0.005651564689397478,0.006875765282094754,242,146
healthcare workers,390,0.15421475508514534,0.00541802895843064,0.007393802392389564,232,157
covid 19 cases,390,-0.19932546205328874,0.006842596917328352,0.004568145427145145,293,97
19 cases,390,-0.19932546205328874,0.006842596917328352,0.004568145427145145,293,97
due covid,390,0.08820872070758365,0.005721625408687529,0.00682867099934068,245,145
task,389,0.28825647796531184,0.004787482484820177,0.008665348026749552,205,184
voting,388,-0.24665415630258838,0.006936011209715086,0.004191391165112556,297,89
millions americans,387,-0.5269793452282707,0.007753386268099019,0.0024018084204577564,332,51
due covid 19,386,0.09636920955786597,0.005628211116300794,0.00682867099934068,241,145
increased,386,-0.027622458324336803,0.006071929005137786,0.005745502495996986,260,122
reduce,386,0.11013958694991292,0.005511443250817375,0.006875765282094754,236,146
person,385,-0.05801193011154516,0.006188696870621205,0.005510031082226617,265,117
directly,385,0.09842849131273956,0.005604857543204111,0.00682867099934068,240,145
governor,385,0.13092431236628269,0.005464736104624008,0.0071112366958651215,234,151
covid 19 relief,384,0.07280883787751787,0.005698271835590845,0.006593199585570312,244,140
19 relief,384,0.07280883787751787,0.005698271835590845,0.006593199585570312,244,140
response covid,383,0.05228635462045814,0.005768332554880897,0.006404822454554017,247,136
behind,383,-0.2061355723875575,0.006725829051844932,0.0044268625788829235,288,94
video,382,0.12647384262050682,0.005441382531527324,0.007017048130356975,233,149
used,382,0.29203598833729816,0.004670714619336758,0.008524065178487332,200,181
provided,381,0.20469425596926605,0.005067725361980383,0.007676368088914006,217,163
precautions,381,0.11770835109012491,0.005464736104624008,0.006922859564848827,234,147
00,380,-0.13466626119854694,0.006422232601588043,0.00489780540642366,275,104
ready,379,0.13498404218321366,0.005347968239140588,0.007017048130356975,229,149
said,379,0.1425656121371314,0.005301261092947221,0.007064142413111049,227,150
health safety,378,-0.172469009690511,0.006539000467071462,0.0046152397098992185,280,98
response covid 19,378,0.062477901228846736,0.005651564689397478,0.006404822454554017,242,136
last night,378,0.010114966544617505,0.005815039701074265,0.00593387962701328,249,126
health centers,377,-0.1079559193851672,0.006258757589911256,0.0050390882546858815,268,107
treat,377,0.09923385605757305,0.005441382531527324,0.006640293868324386,233,141
helped,376,0.1555450767399647,0.0052312003736571695,0.007158330978619195,224,152
focused,376,0.16311100317005825,0.005184493227463802,0.007205425261373269,222,153
focus,376,0.08012544396998686,0.005534796823914059,0.0064990110200621645,237,138
recently,374,0.2561624766111051,0.00474077533862681,0.008006028068192521,203,170
http www,374,0.11604267911926802,0.005371321812237272,0.006781576716586606,230,144
director,373,0.00814312185526213,0.005791686127977581,0.005886785344259207,248,125
death,373,-0.24173188526358969,0.006632414759458197,0.004050108316850334,284,86
