phrase,total_occurrences,bias_score,p_dem,p_rep,n_dem,n_rep
doors open,65,0.2082526712949293,0.0008640822045773004,0.0013186399171140623,37,28
preserve,65,0.2082526712949293,0.0008640822045773004,0.0013186399171140623,37,28
webpage,65,0.015620704414096891,0.0010042036431574032,0.0010360742205896205,43,22
stop spread virus,65,0.015620704414096891,0.0010042036431574032,0.0010360742205896205,43,22
expire,65,-0.8195449430862787,0.0014245679588977113,0.00014128284826222097,61,3
covid19 bill,65,-0.6085187081404704,0.00135450723960766,0.0003296599792785156,58,7
us covid19,65,-0.3730760924866493,0.001237739374124241,0.0005651313930488839,53,12
want know,65,-0.28735733297511795,0.0011910322279308735,0.0006593199585570312,51,14
defeating,65,0.26699510304321455,0.0008173750583839327,0.0014128284826222096,35,30
touching eyes nose amp,65,-0.7664184203241068,0.0014245679588977113,0.00018837713101629462,61,4
maloney house,65,-1.0,0.0015179822512844466,0.0,65,0
maloney house gov,65,-1.0,0.0015179822512844466,0.0,65,0
https maloney house gov media,65,-1.0,0.0015179822512844466,0.0,65,0
en la,65,-0.12847319983853075,0.0010976179355441382,0.0008476970895733258,47,18
keep families safe,65,-0.4176512188005361,0.0012610929472209249,0.0005180371102948102,54,11
cortez,65,-1.0,0.0015179822512844466,0.0,65,0
heroesact would,65,-1.0,0.0015179822512844466,0.0,65,0
inform,65,-0.32965966373399286,0.0012143858010275571,0.0006122256758029575,52,13
americans covid19,65,-0.28735733297511795,0.0011910322279308735,0.0006593199585570312,51,14
going live,65,-0.2461267605633803,0.0011676786548341896,0.0007064142413111048,50,15
critical role,65,0.23793991039794563,0.0008407286314806165,0.001365734199868136,36,29
maloney house gov media,65,-1.0,0.0015179822512844466,0.0,65,0
touching eyes nose amp mouth,65,-0.7664184203241068,0.0014245679588977113,0.00018837713101629462,61,4
heads,65,-0.40195075127540325,0.0012143858010275571,0.0005180371102948102,52,11
cst,65,-0.16672199417115205,0.001120971508640822,0.0008006028068192521,48,17
smith,65,0.6172402160692259,0.0004904250350303596,0.002072148441179241,21,44
emergency supplemental,65,0.3232884041329585,0.0007706679121905651,0.001507017048130357,33,32
turning,65,0.23793991039794563,0.0008407286314806165,0.001365734199868136,36,29
maloney house gov media center,65,-1.0,0.0015179822512844466,0.0,65,0
aapi,65,-1.0,0.0015179822512844466,0.0,65,0
sick avoid touching eyes nose,65,-0.879666877900662,0.001471275105091079,9.418856550814731e-05,63,2
basis,65,-0.16672199417115205,0.001120971508640822,0.0008006028068192521,48,17
sick avoid touching eyes,65,-0.879666877900662,0.001471275105091079,9.418856550814731e-05,63,2
25 billion,65,-0.20592772542197266,0.001144325081737506,0.0007535085240651785,49,16
wellbeing,65,0.06158384955919139,0.0009574964969640355,0.001083168503343694,41,23
https maloney house gov,65,-1.0,0.0015179822512844466,0.0,65,0
collect,65,-0.32965966373399286,0.0012143858010275571,0.0006122256758029575,52,13
pandemic must ensure,65,-0.7122582552716814,0.0014012143858010276,0.00023547141377036827,60,5
experiencing symptoms,65,0.2082526712949293,0.0008640822045773004,0.0013186399171140623,37,28
requests,65,0.17791253530253195,0.0008874357776739841,0.0012715456343599886,38,27
pandemic important,65,-0.12847319983853075,0.0010976179355441382,0.0008476970895733258,47,18
businesses employees,65,0.5952639221489442,0.0005137786081270434,0.002025054158425167,22,43
tax filing,65,-0.043500404312066365,0.0010275572162540868,0.0009418856550814731,44,20
healthy amp,65,0.14689772468562093,0.0009107893507706679,0.001224451351605915,39,26
due pandemic,65,-0.23661400337301805,0.001144325081737506,0.0007064142413111048,49,15
initiatives,65,-0.28735733297511795,0.0011910322279308735,0.0006593199585570312,51,14
senate must pass,65,-1.0,0.0015179822512844466,0.0,65,0
implemented,65,0.06158384955919139,0.0009574964969640355,0.001083168503343694,41,23
https maloney house,65,-1.0,0.0015179822512844466,0.0,65,0
strengthening,65,-0.40990540095288086,0.001237739374124241,0.0005180371102948102,53,11
https maloney,65,-1.0,0.0015179822512844466,0.0,65,0
package must,65,-0.7629867434201423,0.0014012143858010276,0.00018837713101629462,60,4
conducting,65,0.2954382211951345,0.000794021485287249,0.0014599227653762834,34,31
relief american,65,0.3232884041329585,0.0007706679121905651,0.001507017048130357,33,32
get coronavirus,65,0.17791253530253195,0.0008874357776739841,0.0012715456343599886,38,27
launch,65,0.08275201577854409,0.0009574964969640355,0.0011302627860977678,41,24
federal response covid 19,64,-0.11788335954184326,0.0010742643624474545,0.0008476970895733258,46,18
risking health,64,-0.5037759536455818,0.0012844465203176085,0.0004238485447866629,55,9
fight spread,64,0.06158384955919139,0.0009574964969640355,0.001083168503343694,41,23
suspended,64,0.06158384955919139,0.0009574964969640355,0.001083168503343694,41,23
today sent,64,0.5175910906339881,0.0005838393274170948,0.0018366770274088726,25,39
media center newsletters,64,-1.0,0.0014946286781877627,0.0,64,0
fema gov coronavirus,64,0.6958287234392154,0.0003970107426436245,0.0022134312894414618,17,47
azar,64,-0.18589189825074653,0.0010976179355441382,0.0007535085240651785,47,16
gov media center newsletters,64,-1.0,0.0014946286781877627,0.0,64,0
www youtube com,64,-0.08023808581716232,0.0010509107893507707,0.0008947913723273994,45,19
sewing,64,0.2511826375209701,0.0008173750583839327,0.001365734199868136,35,29
federal response covid,64,-0.11788335954184326,0.0010742643624474545,0.0008476970895733258,46,18
meant,64,-0.08023808581716232,0.0010509107893507707,0.0008947913723273994,45,19
safe amp healthy,64,-0.11788335954184326,0.0010742643624474545,0.0008476970895733258,46,18
06,64,0.15958029634227888,0.0008874357776739841,0.001224451351605915,38,26
result covid 19,64,0.19079327509864563,0.0008640822045773004,0.0012715456343599886,37,27
agricultural,64,0.39125615175115863,0.0007006071929005138,0.0016012056136385042,30,34
strike,64,-0.5464073144733619,0.0012844465203176085,0.00037675426203258924,55,8
sufficient,64,-0.40990540095288086,0.001237739374124241,0.0005180371102948102,53,11
dairy,64,0.44332213520892555,0.0006539000467071462,0.0016953941791466515,28,36
daca recipients,64,-1.0,0.0014946286781877627,0.0,64,0
plants,64,-0.13519100429470085,0.0010509107893507707,0.0008006028068192521,45,17
registration,64,0.2213199251903856,0.0008407286314806165,0.0013186399171140623,36,28
coronavirus scams,64,-0.08023808581716232,0.0010509107893507707,0.0008947913723273994,45,19
ensure safety,64,0.06158384955919139,0.0009574964969640355,0.001083168503343694,41,23
care provider,64,0.02738037852233642,0.0009808500700607193,0.0010360742205896205,42,22
enormous,64,-0.11788335954184326,0.0010742643624474545,0.0008476970895733258,46,18
socially,64,0.12765757974450995,0.0009107893507706679,0.0011773570688518413,39,25
direct cash,64,-0.7080930884460217,0.0013778608127043438,0.00023547141377036827,59,5
working help,64,0.09500063930443682,0.0009341429238673517,0.0011302627860977678,40,24
center newsletters,64,-1.0,0.0014946286781877627,0.0,64,0
realdonaldtrump amp,64,0.5876143411776545,0.0005137786081270434,0.0019779598756710934,22,42
working americans,64,-0.2689027565541792,0.001144325081737506,0.0006593199585570312,49,14
smaller,64,-0.5037759536455818,0.0012844465203176085,0.0004238485447866629,55,9
courage,64,0.19079327509864563,0.0008640822045773004,0.0012715456343599886,37,27
www youtube,64,-0.08023808581716232,0.0010509107893507707,0.0008947913723273994,45,19
asian americans,64,-1.0,0.0014946286781877627,0.0,64,0
covid 19 need,64,-0.45619734372341003,0.0012610929472209249,0.00047094282754073653,54,10
troops,64,-0.007637884170344416,0.0010042036431574032,0.0009889799378355467,43,21
earthday,64,-1.0,0.001471275105091079,0.0,63,0
earth,64,-0.47220916885578046,0.0010509107893507707,0.00037675426203258924,45,8
amp provide,64,-0.1564702787701528,0.0010976179355441382,0.0008006028068192521,47,17
past time,64,-0.1564702787701528,0.0010976179355441382,0.0008006028068192521,47,17
hall covid19,64,-0.36484862868415974,0.0012143858010275571,0.0005651313930488839,52,12
caused covid 19,64,0.06158384955919139,0.0009574964969640355,0.001083168503343694,41,23
criminal,64,0.07387336306440885,0.0009341429238673517,0.001083168503343694,40,23
coronavirus public,64,-0.007637884170344416,0.0010042036431574032,0.0009889799378355467,43,21
home much,64,-0.8778445641972175,0.0014479215319943952,9.418856550814731e-05,62,2
000 lives,64,-0.8778445641972175,0.0014479215319943952,9.418856550814731e-05,62,2
award,64,0.44332213520892555,0.0006539000467071462,0.0016953941791466515,28,36
foreclosures,64,-0.649795741444245,0.0013311536665109763,0.00028256569652444194,57,6
detainees,64,-1.0,0.0014946286781877627,0.0,64,0
use defense production act,64,-0.7038055658544953,0.00135450723960766,0.00023547141377036827,58,5
long way,64,-0.107033001407643,0.0010509107893507707,0.0008476970895733258,45,18
administration must,64,-0.6446532007767506,0.0013078000934142924,0.00028256569652444194,56,6
please share,64,-0.36484862868415974,0.0012143858010275571,0.0005651313930488839,52,12
forces,64,0.2039588370916043,0.0008407286314806165,0.0012715456343599886,36,27
administrator,64,0.06158384955919139,0.0009574964969640355,0.001083168503343694,41,23
chamber,64,0.3369969088581509,0.0007473143390938813,0.001507017048130357,32,32
use defense production,64,-0.7038055658544953,0.00135450723960766,0.00023547141377036827,58,5
house gov media center newsletters,64,-1.0,0.0014946286781877627,0.0,64,0
flights,64,0.2511826375209701,0.0008173750583839327,0.001365734199868136,35,29
loans small businesses,64,-0.08023808581716232,0.0010509107893507707,0.0008947913723273994,45,19
steps protect,64,-0.18589189825074653,0.0010976179355441382,0.0007535085240651785,47,16
constituent services,64,-0.40990540095288086,0.001237739374124241,0.0005180371102948102,53,11
result covid,64,0.19079327509864563,0.0008640822045773004,0.0012715456343599886,37,27
19 need,64,-0.45619734372341003,0.0012610929472209249,0.00047094282754073653,54,10
greatly,64,0.3090010462778248,0.0007706679121905651,0.0014599227653762834,33,31
sending letter,63,0.294097380676787,0.0007706679121905651,0.0014128284826222096,33,30
beat virus,63,0.2039588370916043,0.0008407286314806165,0.0012715456343599886,36,27
blocked,63,0.2346729140385655,0.0008173750583839327,0.0013186399171140623,35,28
businesses struggling,63,0.004127192571053346,0.0009808500700607193,0.0009889799378355467,42,21
sanitation,63,-0.13519100429470085,0.0010509107893507707,0.0008006028068192521,45,17
comment,63,-0.5464073144733619,0.0012844465203176085,0.00037675426203258924,55,8
housecommerce,63,1.0,0.0,0.00296693981350664,0,63
source,63,0.18580594585843438,0.0008407286314806165,0.001224451351605915,36,26
house gov uploadedfiles,63,0.004127192571053346,0.0009808500700607193,0.0009889799378355467,42,21
closely monitoring,63,-0.06906439587247606,0.0010275572162540868,0.0008947913723273994,44,19
suggests,63,-0.4487648702820929,0.001237739374124241,0.00047094282754073653,53,10
becomes,63,-0.18589189825074653,0.0010976179355441382,0.0007535085240651785,47,16
challenging times,63,0.17254649606261893,0.0008640822045773004,0.001224451351605915,37,26
social distancing stay,63,-0.226858104448184,0.001120971508640822,0.0007064142413111048,48,15
https www youtube com,63,-0.06906439587247606,0.0010275572162540868,0.0008947913723273994,44,19
center newsletters ny12,63,-1.0,0.001471275105091079,0.0,63,0
stimulus payments,63,-0.31206900813168886,0.0011676786548341896,0.0006122256758029575,50,13
center newsletters ny12 coronavirus,63,-1.0,0.001471275105091079,0.0,63,0
supplemental funding,63,0.5796700330398854,0.0005137786081270434,0.0019308655929170199,22,41
center newsletters ny12 coronavirus update,63,-1.0,0.001471275105091079,0.0,63,0
https www youtube,63,-0.06906439587247606,0.0010275572162540868,0.0008947913723273994,44,19
code,63,-0.40195075127540325,0.0012143858010275571,0.0005180371102948102,52,11
acts,63,0.03941556872485014,0.0009574964969640355,0.0010360742205896205,41,22
uploadedfiles,63,0.004127192571053346,0.0009808500700607193,0.0009889799378355467,42,21
newsletters ny12 coronavirus update,63,-1.0,0.001471275105091079,0.0,63,0
gov uploadedfiles,63,0.004127192571053346,0.0009808500700607193,0.0009889799378355467,42,21
posts,63,-0.2689027565541792,0.001144325081737506,0.0006593199585570312,49,14
million help,63,0.4831700074517043,0.0006071929005137786,0.0017424884619007253,26,37
recover covid19,63,0.03941556872485014,0.0009574964969640355,0.0010360742205896205,41,22
teleworking,63,-0.14596317014566756,0.0010742643624474545,0.0008006028068192521,46,17
coronavirus threat,63,0.4055161401500049,0.00067725361980383,0.0016012056136385042,29,34
today sent letter,63,0.532375724675582,0.000560485754320411,0.0018366770274088726,24,39
gov media center newsletters ny12,63,-1.0,0.001471275105091079,0.0,63,0
pop,63,0.2346729140385655,0.0008173750583839327,0.0013186399171140623,35,28
working make sure,63,-0.3853802390521426,0.0011676786548341896,0.0005180371102948102,50,11
utility,63,-0.6948412347741312,0.0013078000934142924,0.00023547141377036827,56,5
must keep,63,-0.2593123421584569,0.001120971508640822,0.0006593199585570312,48,14
white house coronavirus,63,0.07387336306440885,0.0009341429238673517,0.001083168503343694,40,23
working people,63,-0.585529627150893,0.0012610929472209249,0.0003296599792785156,54,7
newsletters ny12,63,-1.0,0.001471275105091079,0.0,63,0
coronavirus https www,63,0.32285087308436666,0.0007473143390938813,0.0014599227653762834,32,31
coronavirus continues,63,0.4200714776203259,0.0006539000467071462,0.0016012056136385042,28,34
visitors,63,-0.107033001407643,0.0010509107893507707,0.0008476970895733258,45,18
newly,63,-0.14596317014566756,0.0010742643624474545,0.0008006028068192521,46,17
widely,63,-0.14596317014566756,0.0010742643624474545,0.0008006028068192521,46,17
testing capabilities,63,0.32285087308436666,0.0007473143390938813,0.0014599227653762834,32,31
express,63,-0.1648188218084296,0.0010509107893507707,0.0007535085240651785,45,16
name,63,0.07387336306440885,0.0009341429238673517,0.001083168503343694,40,23
navajo nation,63,-0.6446532007767506,0.0013078000934142924,0.00028256569652444194,56,6
face mask,63,-0.49689820471848856,0.0012610929472209249,0.0004238485447866629,54,9
testing free,63,-0.5464073144733619,0.0012844465203176085,0.00037675426203258924,55,8
covid 19 must,63,-0.226858104448184,0.001120971508640822,0.0007064142413111048,48,15
future covid19,63,-0.06906439587247606,0.0010275572162540868,0.0008947913723273994,44,19
voices,63,-0.14596317014566756,0.0010742643624474545,0.0008006028068192521,46,17
preparation,63,0.07387336306440885,0.0009341429238673517,0.001083168503343694,40,23
threatened,63,0.05173607234565149,0.0009341429238673517,0.0010360742205896205,40,22
friends family,63,-0.40195075127540325,0.0012143858010275571,0.0005180371102948102,52,11
throw,63,-0.5464073144733619,0.0012844465203176085,0.00037675426203258924,55,8
aspx id,63,0.03941556872485014,0.0009574964969640355,0.0010360742205896205,41,22
unprecedented challenges,63,-0.06906439587247606,0.0010275572162540868,0.0008947913723273994,44,19
literally,63,-0.30292287521460426,0.001144325081737506,0.0006122256758029575,49,13
mistake,63,-0.2689027565541792,0.001144325081737506,0.0006593199585570312,49,14
newsletters ny12 coronavirus,63,-1.0,0.001471275105091079,0.0,63,0
must held accountable,63,0.7316533761326441,0.0003503035964502569,0.0022605255721955355,15,48
keep loved,63,-0.06906439587247606,0.0010275572162540868,0.0008947913723273994,44,19
meetings,63,-0.2689027565541792,0.001144325081737506,0.0006593199585570312,49,14
overwhelming,63,-0.06906439587247606,0.0010275572162540868,0.0008947913723273994,44,19
paid family,63,-0.585529627150893,0.0012610929472209249,0.0003296599792785156,54,7
media center newsletters ny12,63,-1.0,0.001471275105091079,0.0,63,0
media center newsletters ny12 coronavirus,63,-1.0,0.001471275105091079,0.0,63,0
return work,63,0.457813789992425,0.0006305464736104624,0.0016953941791466515,27,36
trying take,63,-0.18589189825074653,0.0010976179355441382,0.0007535085240651785,47,16
help make,63,-0.03202216266865302,0.0010042036431574032,0.0009418856550814731,43,20
masks help,63,0.016174581057670424,0.0009574964969640355,0.0009889799378355467,41,21
felt,63,0.016174581057670424,0.0009574964969640355,0.0009889799378355467,41,21
transition,63,0.10752955858532628,0.0009107893507706679,0.0011302627860977678,39,24
response legislation,63,-0.14596317014566756,0.0010742643624474545,0.0008006028068192521,46,17
economy amp,63,0.294097380676787,0.0007706679121905651,0.0014128284826222096,33,30
lending,63,0.004127192571053346,0.0009808500700607193,0.0009889799378355467,42,21
immediate relief,63,0.294097380676787,0.0007706679121905651,0.0014128284826222096,33,30
abortion,63,0.14041180531290212,0.0008874357776739841,0.0011773570688518413,38,25
office help,63,-0.03202216266865302,0.0010042036431574032,0.0009418856550814731,43,20
next covid 19 relief,63,0.004127192571053346,0.0009808500700607193,0.0009889799378355467,42,21
battle coronavirus,63,0.49805927599884653,0.0005838393274170948,0.0017424884619007253,25,37
keep loved ones,63,-0.06906439587247606,0.0010275572162540868,0.0008947913723273994,44,19
19 must,63,-0.226858104448184,0.001120971508640822,0.0007064142413111048,48,15
ongoing covid19,63,-0.14596317014566756,0.0010742643624474545,0.0008006028068192521,46,17
disproportionately impacted,63,-0.649795741444245,0.0013311536665109763,0.00028256569652444194,57,6
economic impact payment,63,0.03941556872485014,0.0009574964969640355,0.0010360742205896205,41,22
miami,63,-0.226858104448184,0.001120971508640822,0.0007064142413111048,48,15
resources information,63,-0.14596317014566756,0.0010742643624474545,0.0008006028068192521,46,17
one thing,63,0.07387336306440885,0.0009341429238673517,0.001083168503343694,40,23
americans access,63,-0.14596317014566756,0.0010742643624474545,0.0008006028068192521,46,17
livestream,62,-0.4411264134985852,0.0012143858010275571,0.00047094282754073653,52,10
biggest,62,0.12034850635461568,0.0008874357776739841,0.0011302627860977678,38,24
need coronavirus,62,-0.008218905219126453,0.0009574964969640355,0.0009418856550814731,41,20
provide direct,62,0.30808802864230117,0.0007473143390938813,0.0014128284826222096,32,30
urgently needed,62,-0.7558117321000363,0.00135450723960766,0.00018837713101629462,58,4
covid19 testing sites,62,-0.2593123421584569,0.001120971508640822,0.0006593199585570312,48,14
intended,62,0.2311830705139673,0.000794021485287249,0.0012715456343599886,34,27
bill ensure,62,-0.21684962122736232,0.0010976179355441382,0.0007064142413111048,47,15
public health amp,62,-0.4411264134985852,0.0012143858010275571,0.00047094282754073653,52,10
propagación,62,-0.4411264134985852,0.0012143858010275571,0.00047094282754073653,52,10
covid19 testing site,62,-0.05761588099907225,0.0010042036431574032,0.0008947913723273994,43,19
listen https,62,0.4200714776203259,0.0006539000467071462,0.0016012056136385042,28,34
program cfap,62,0.844665007969711,0.00021018215787015413,0.002495996985965904,9,53
professional,62,-0.2065786157928285,0.0010742643624474545,0.0007064142413111048,46,15
playing politics,62,0.18580594585843438,0.0008407286314806165,0.001224451351605915,36,26
devices,62,0.21741877398872228,0.0008173750583839327,0.0012715456343599886,35,27
join tomorrow,62,-0.4411264134985852,0.0012143858010275571,0.00047094282754073653,52,10
deserve better,62,-0.3477283978826307,0.0011676786548341896,0.0005651313930488839,50,12
www youtube com watch,62,-0.05761588099907225,0.0010042036431574032,0.0008947913723273994,43,19
good hygiene,62,0.5230047510829398,0.000560485754320411,0.0017895827446547988,24,38
north texas,62,-0.17548998606400934,0.0010742643624474545,0.0007535085240651785,46,16
discuss ongoing,62,0.3223844920925607,0.0007239607659971976,0.0014128284826222096,31,30
passengers,62,-0.2065786157928285,0.0010742643624474545,0.0007064142413111048,46,15
holiday,62,-0.09591239232025223,0.0010275572162540868,0.0008476970895733258,44,18
weather storm,62,-0.17548998606400934,0.0010742643624474545,0.0007535085240651785,46,16
get economy,62,0.5949060972939778,0.0004904250350303596,0.0019308655929170199,21,41
precaution,62,0.12034850635461568,0.0008874357776739841,0.0011302627860977678,38,24
black brown,62,-1.0,0.0014245679588977113,0.0,61,0
network,62,-0.05761588099907225,0.0010042036431574032,0.0008947913723273994,43,19
willing,62,0.21741877398872228,0.0008173750583839327,0.0012715456343599886,35,27
want make,62,-0.09591239232025223,0.0010275572162540868,0.0008476970895733258,44,18
time need,62,0.2483211134687826,0.000794021485287249,0.0013186399171140623,34,28
wishing,62,-0.13519100429470085,0.0010509107893507707,0.0008006028068192521,45,17
shop,62,0.09932624604297911,0.0008874357776739841,0.001083168503343694,38,23
crowds,62,-0.3477283978826307,0.0011676786548341896,0.0005651313930488839,50,12
impacted pandemic,62,-0.21684962122736232,0.0010976179355441382,0.0007064142413111048,47,15
address crisis,62,-0.7481887467068122,0.0013078000934142924,0.00018837713101629462,56,4
construction,62,-0.2593123421584569,0.001120971508640822,0.0006593199585570312,48,14
meet needs,62,-0.09591239232025223,0.0010275572162540868,0.0008476970895733258,44,18
www facebook com events,62,-1.0,0.0014479215319943952,0.0,62,0
assistance program cfap,62,0.844665007969711,0.00021018215787015413,0.002495996985965904,9,53
cortez masto,62,-1.0,0.0014479215319943952,0.0,62,0
continue follow,62,0.18580594585843438,0.0008407286314806165,0.001224451351605915,36,26
successfully,62,0.016174581057670424,0.0009574964969640355,0.0009889799378355467,41,21
food assistance program cfap,62,0.844665007969711,0.00021018215787015413,0.002495996985965904,9,53
recession,62,-0.48982712264244604,0.001237739374124241,0.0004238485447866629,53,9
meaningful,62,-0.05761588099907225,0.0010042036431574032,0.0008947913723273994,43,19
https www facebook com events,62,-1.0,0.0014479215319943952,0.0,62,0
regime,62,0.844665007969711,0.00021018215787015413,0.002495996985965904,9,53
coronavirus spread,62,0.4466090545545453,0.0006305464736104624,0.001648299896392578,27,35
lost loved,62,-0.17548998606400934,0.0010742643624474545,0.0007535085240651785,46,16
attorney,62,-0.09591239232025223,0.0010275572162540868,0.0008476970895733258,44,18
corner,62,-0.020265091280999983,0.0009808500700607193,0.0009418856550814731,42,20
thank health,62,0.08645075030915846,0.0009107893507706679,0.001083168503343694,39,23
coronavirus food assistance program cfap,62,0.844665007969711,0.00021018215787015413,0.002495996985965904,9,53
conspiracy,62,-0.21684962122736232,0.0010976179355441382,0.0007064142413111048,47,15
hear directly,62,-0.05761588099907225,0.0010042036431574032,0.0008947913723273994,43,19
face pandemic,62,-0.48982712264244604,0.001237739374124241,0.0004238485447866629,53,9
victim,62,-0.09591239232025223,0.0010275572162540868,0.0008476970895733258,44,18
base,62,0.30808802864230117,0.0007473143390938813,0.0014128284826222096,32,30
250,62,-0.020265091280999983,0.0009808500700607193,0.0009418856550814731,42,20
close contact people,62,-0.6993902156499615,0.0013311536665109763,0.00023547141377036827,57,5
mnuchin,62,-0.05761588099907225,0.0010042036431574032,0.0008947913723273994,43,19
climate change,62,-0.7520588179945542,0.0013311536665109763,0.00018837713101629462,57,4
masto,62,-1.0,0.0014479215319943952,0.0,62,0
confront coronavirus,61,-0.2393563433072545,0.0010742643624474545,0.0006593199585570312,46,14
empower,61,0.3049529156409466,0.00067725361980383,0.0012715456343599886,29,27
saves lives,61,-0.7520588179945542,0.0013311536665109763,0.00018837713101629462,57,4
sneeze,61,-0.43327329012516436,0.0011910322279308735,0.00047094282754073653,51,10
continue serve,61,0.16680581866060934,0.0008407286314806165,0.0011773570688518413,36,25
systemic racism,61,-1.0,0.0013778608127043438,0.0,59,0
avoid touching eyes nose amp,61,-0.8110926801722311,0.00135450723960766,0.00014128284826222097,58,3
sides,61,0.16680581866060934,0.0008407286314806165,0.0011773570688518413,36,25
soldiers,61,0.1993687079520175,0.0008173750583839327,0.001224451351605915,35,26
avoid close contact people,61,-0.6948412347741312,0.0013078000934142924,0.00023547141377036827,56,5
managing,61,-0.29353026730258164,0.001120971508640822,0.0006122256758029575,48,13
reppressley,61,-1.0,0.0014245679588977113,0.0,61,0
65,61,0.004127192571053373,0.0009341429238673517,0.0009418856550814731,40,20
lenders,61,-0.24946697231511167,0.0010976179355441382,0.0006593199585570312,47,14
town hall covid19,61,-0.3853802390521426,0.0011676786548341896,0.0005180371102948102,50,11
disease control,61,-0.06082417321309118,0.0009574964969640355,0.0008476970895733258,41,18
pattymurray,61,-1.0,0.0014245679588977113,0.0,61,0
medical workers,61,-0.4889292369296965,0.0010976179355441382,0.00037675426203258924,47,8
fully funded,61,-1.0,0.0014245679588977113,0.0,61,0
pandemic please,61,-0.24946697231511167,0.0010976179355441382,0.0006593199585570312,47,14
cash payments,61,-0.585529627150893,0.0012610929472209249,0.0003296599792785156,54,7
double,61,-0.15386781407618547,0.0010275572162540868,0.0007535085240651785,44,16
ksleg,61,1.0,0.0,0.002872751247998493,0,61
parties,61,-0.1128103439240172,0.0010042036431574032,0.0008006028068192521,43,17
amp state,61,-0.12414362340846906,0.0010275572162540868,0.0008006028068192521,44,17
slow spread virus,61,-0.24946697231511167,0.0010976179355441382,0.0006593199585570312,47,14
lessons,61,0.1993687079520175,0.0008173750583839327,0.001224451351605915,35,26
northern,61,-0.24946697231511167,0.0010976179355441382,0.0006593199585570312,47,14
king,61,-0.40833144493143725,0.001120971508640822,0.00047094282754073653,48,10
killing,61,-0.13108105023120611,0.0009808500700607193,0.0007535085240651785,42,16
https www youtube com watch,61,-0.045882275678312774,0.0009808500700607193,0.0008947913723273994,42,19
obama,61,-0.4825544393332742,0.0012143858010275571,0.0004238485447866629,52,9
go back,61,0.3071134516540231,0.0007239607659971976,0.001365734199868136,31,29
speech,61,0.5868707017233409,0.0004904250350303596,0.0018837713101629461,21,40
safeguard,61,-0.24946697231511167,0.0010976179355441382,0.0006593199585570312,47,14
protect coronavirus,61,0.09932624604297911,0.0008874357776739841,0.001083168503343694,38,23
privacy,61,-0.045882275678312774,0.0009808500700607193,0.0008947913723273994,42,19
tested positive covid,61,-0.24946697231511167,0.0010976179355441382,0.0006593199585570312,47,14
1pm,61,-0.1648188218084296,0.0010509107893507707,0.0007535085240651785,45,16
critical support,61,0.13346767122290493,0.0008640822045773004,0.0011302627860977678,37,24
counted,61,-0.4750714084317115,0.0011910322279308735,0.0004238485447866629,51,9
tested positive covid 19,61,-0.24946697231511167,0.0010976179355441382,0.0006593199585570312,47,14
seriousness,61,-0.5332849215442907,0.001237739374124241,0.00037675426203258924,53,8
close contact people sick,61,-0.6948412347741312,0.0013078000934142924,0.00023547141377036827,56,5
access resources,61,-0.3853802390521426,0.0011676786548341896,0.0005180371102948102,50,11
clinical,61,0.4615873734142651,0.0006071929005137786,0.001648299896392578,26,35
assistance need,61,-0.2065786157928285,0.0010742643624474545,0.0007064142413111048,46,15
covid19 today,61,-0.43327329012516436,0.0011910322279308735,0.00047094282754073653,51,10
sensherrodbrown,61,-0.585529627150893,0.0012610929472209249,0.0003296599792785156,54,7
senate leadership,61,-0.24946697231511167,0.0010976179355441382,0.0006593199585570312,47,14
everyone access,61,-0.9349665112464498,0.0014012143858010276,4.7094282754073654e-05,60,1
questions https,61,-0.3388174529339783,0.001144325081737506,0.0005651313930488839,49,12
circumstances,61,0.16680581866060934,0.0008407286314806165,0.0011773570688518413,36,25
administration response,61,-0.40833144493143725,0.001120971508640822,0.00047094282754073653,48,10
ms,61,0.7631965658432137,0.0003035964502568893,0.0022605255721955355,13,48
foundation,61,0.06435215680337328,0.0009107893507706679,0.0010360742205896205,39,22
heading,61,0.3798812301550936,0.00067725361980383,0.001507017048130357,29,32
carry,61,-0.12414362340846906,0.0010275572162540868,0.0008006028068192521,44,17
antibodies,61,0.48768800938056434,0.0005838393274170948,0.0016953941791466515,25,36
deep,61,-0.5793541976869673,0.001237739374124241,0.0003296599792785156,53,7
joins,61,0.700222884581787,0.00037365716954694067,0.0021192427239333147,16,45
remdesivir,61,0.38131044572969847,0.0006539000467071462,0.0014599227653762834,28,31
please visit website,61,0.3514487589338437,0.0007006071929005138,0.0014599227653762834,30,31
relief programs,61,-0.29353026730258164,0.001120971508640822,0.0006122256758029575,48,13
inaction,61,-0.8080965164274221,0.0013311536665109763,0.00014128284826222097,57,3
coronavirus response efforts,61,0.43493143596632755,0.0006305464736104624,0.0016012056136385042,27,34
isolate,61,-0.2393563433072545,0.0010742643624474545,0.0006593199585570312,46,14
colleagues call,61,-0.6901524635122325,0.0012844465203176085,0.00023547141377036827,55,5
using pandemic,61,-0.084511308202411,0.0010042036431574032,0.0008476970895733258,43,18
senate gop,61,-0.872030698287417,0.0013778608127043438,9.418856550814731e-05,59,2
sen rubio,61,1.0,0.0,0.002872751247998493,0,61
tissue,61,-0.43327329012516436,0.0011910322279308735,0.00047094282754073653,51,10
32,61,0.09932624604297911,0.0008874357776739841,0.001083168503343694,38,23
