,Loss
0,0.4473191201686859
1,0.4920247197151184
2,0.46791356801986694
3,0.5381342172622681
4,0.5026954412460327
5,0.5274358987808228
6,0.613837718963623
7,0.5394499897956848
8,0.523669421672821
9,0.5281076431274414
10,0.5032060742378235
11,0.5235365629196167
12,0.5111048817634583
13,0.4281696379184723
14,0.53565514087677
15,0.5031716227531433
16,0.5272916555404663
17,0.4845364987850189
18,0.5009790062904358
19,0.5304222702980042
20,0.4766108989715576
21,0.4119451642036438
22,0.560146689414978
23,0.5245693325996399
24,0.37057891488075256
25,0.54393070936203
26,0.5009700059890747
27,0.4970688223838806
28,0.5112262964248657
29,0.5399276614189148
30,0.5189382433891296
31,0.5148865580558777
32,0.5102136135101318
33,0.5274404287338257
34,0.5173002481460571
35,0.5028318166732788
36,0.49999648332595825
37,0.6844962239265442
38,0.5104042291641235
39,0.5174522399902344
40,0.48722925782203674
41,0.5174758434295654
42,0.5295986533164978
43,0.5327588319778442
44,0.5182121992111206
45,0.47843679785728455
46,0.4763713479042053
47,0.5213640928268433
48,0.5042518377304077
49,0.48652106523513794
50,0.5371674299240112
51,0.5049082040786743
52,0.506293773651123
53,0.481952965259552
54,0.4999735951423645
55,0.5139585733413696
56,0.5801345109939575
57,0.4843630790710449
58,0.5207193493843079
59,0.49642840027809143
60,0.4976406693458557
61,0.5115264654159546
62,0.5067904591560364
63,0.5206495523452759
64,0.5086070895195007
65,0.5192233324050903
66,0.5078345537185669
67,0.5417519807815552
68,0.524505615234375
69,0.49293452501296997
70,0.4991467595100403
71,0.5109003186225891
72,0.49613332748413086
73,0.4864649772644043
74,0.5008201599121094
75,0.6095951199531555
76,0.5065824389457703
77,0.5059281587600708
78,0.5109593272209167
79,0.5090972781181335
80,0.4971106946468353
81,0.49971383810043335
82,0.49731120467185974
83,0.4827265739440918
84,0.47442325949668884
85,0.556178092956543
86,0.5148030519485474
87,0.5363525748252869
88,0.5096386671066284
89,0.47796621918678284
90,0.4930550158023834
91,0.5517194867134094
92,0.5082277059555054
93,0.5072779655456543
94,0.5183447003364563
95,0.4723993241786957
96,0.489274799823761
97,0.5023378133773804
98,0.5069402456283569
99,0.48892444372177124
100,0.47225284576416016
101,0.5218380093574524
102,0.4214439392089844
103,0.47136956453323364
104,0.47398194670677185
105,0.5311182141304016
106,0.4872451424598694
107,0.45381808280944824
108,0.5005234479904175
109,0.47082090377807617
110,0.5326045751571655
111,0.4801209568977356
112,0.4913955330848694
113,0.5065075159072876
114,0.5067088007926941
115,0.4897215962409973
116,0.5185571312904358
117,0.4534686207771301
118,0.5333799123764038
119,0.5185819864273071
120,0.4824132025241852
121,0.4818102717399597
122,0.5204541683197021
123,0.490156352519989
124,0.5242690443992615
125,0.48841428756713867
126,0.5254119038581848
127,0.5372360944747925
128,0.5065504908561707
129,0.5245091915130615
130,0.521917998790741
131,0.5155848860740662
132,0.526985764503479
133,0.45660051703453064
134,0.5593361854553223
135,0.4808982014656067
136,0.5001326203346252
137,0.4962849020957947
138,0.49244818091392517
139,0.49405303597450256
140,0.5174255967140198
141,0.505405604839325
142,0.4954657554626465
143,0.48163875937461853
144,0.49686065316200256
145,0.48766595125198364
146,0.4987833499908447
147,0.4933215081691742
148,0.49946480989456177
149,0.5037328004837036
150,0.4951329231262207
151,0.48894748091697693
152,0.5337105393409729
153,0.49844852089881897
154,0.5347722172737122
155,0.5525646805763245
156,0.5145114660263062
157,0.49573439359664917
158,0.5253586173057556
159,0.5089711546897888
160,0.4945223927497864
161,0.4886210560798645
162,0.537975549697876
163,0.49199074506759644
164,0.5329608917236328
165,0.49492326378822327
166,0.4798128008842468
167,0.4803469777107239
168,0.49563854932785034
169,0.49574628472328186
170,0.4942362308502197
171,0.49901556968688965
172,0.5044401288032532
173,0.48289576172828674
174,0.5213624238967896
175,0.5227407217025757
176,0.5227912068367004
177,0.5078599452972412
178,0.4881117343902588
179,0.5321084260940552
180,0.5490894913673401
181,0.5032195448875427
182,0.5150095224380493
183,0.44940775632858276
184,0.4678719639778137
185,0.48409414291381836
186,0.45777854323387146
187,0.4765871465206146
188,0.5190334916114807
189,0.49581852555274963
190,0.5132423639297485
191,0.5013903379440308
192,0.4971036911010742
193,0.4927372932434082
194,0.4767325520515442
195,0.5052348375320435
196,0.5055962800979614
197,0.4089612066745758
198,0.48850005865097046
199,0.4900871217250824
200,0.5022827386856079
201,0.48960286378860474
202,0.4942253530025482
203,0.4928871989250183
204,0.5187119245529175
205,0.5040464401245117
206,0.5174862146377563
207,0.49495449662208557
208,0.5154756903648376
209,0.5215580463409424
210,0.4993375241756439
211,0.4720481038093567
212,0.4614174962043762
213,0.5145329236984253
214,0.505638599395752
215,0.4958361089229584
216,0.5136271715164185
217,0.5179570317268372
218,0.5061370134353638
219,0.46436721086502075
220,0.43754643201828003
221,0.4767519533634186
222,0.5004469752311707
223,0.47583436965942383
224,0.4848833978176117
225,0.49322086572647095
226,0.5176334977149963
227,0.5096724033355713
228,0.4572738707065582
229,0.5385726690292358
230,0.5056745409965515
